Galaxy,Galaxy_Type,Galaxy_Class,Baryonic_Mass_Msun,Mass_Category,Boundary_kpc,Outer_Points_Count,Avg_GR_Percent_Off,Median_GR_Percent_Off,Avg_Model_Percent_Off,Median_Model_Percent_Off,Median_G_Required_Outer,Mean_G_Required_Outer,Median_G_Ratio_Outer,Mean_G_Ratio_Outer
UGC06973,Sab,spiral,1500000000.0,dwarf,6.28,4,7.578937700845676,6.76594874295213,76.36897324838282,75.56366009006244,0.878727034189086,0.8779791921111725,0.32497523198754796,0.3246986612854934
UGC06983,Scd,spiral,500000000.0,ultra-light,12.544,4,45.75106042142386,45.5204321365875,14.3556214743478,13.991521894177444,3.371195902400519,3.406670379642719,1.3525980982051475,1.3668312403427656
UGC07089,Sdm,spiral,1500000000.0,dwarf,7.328,3,30.622667187048346,31.40687251738158,14.082613598581629,12.79308299751977,2.125390770537451,2.0870508060804913,0.7860226576015136,0.7718435799596236
UGC07125,Sm,dwarf irregular,1500000000.0,dwarf,7.472,8,27.241245781606253,26.758231849132113,19.642951189694777,20.43720904866643,1.8641645749176021,1.8985587037721454,0.689414677853712,0.7021344868144428
UGC07151,Scd,spiral,1500000000.0,dwarf,4.4,3,26.57285263869422,26.48309503861665,20.742042687783336,20.889638180316787,1.85022936684051,1.8548918743792189,0.6842610894224344,0.6859854013077901
UGC07232,Im,dwarf irregular,2500000000.0,dwarf,0.656,1,37.61113599976619,37.61113599976619,4.552952138196515,4.552952138196515,2.569128602270626,2.569128602270626,0.9148026205634536,0.9148026205634536
UGC07261,Sdm,spiral,5000000000.0,dwarf,5.336,2,39.10970035478288,39.10970035478288,4.698669910995573,4.698669910995573,2.6974938667417283,2.6974938667417283,0.9123770648019114,0.9123770648019114
UGC07323,Sdm,spiral,1500000000.0,dwarf,4.656000000000001,2,19.918616234687555,19.918616234687555,31.68412779962535,31.68412779962535,1.5608682845223405,1.5608682845223405,0.5772481249911153,0.5772481249911153
UGC07399,Sdm,spiral,1500000000.0,dwarf,4.904,3,60.82495330682993,60.60761116839566,35.58138467714361,35.22399187761734,6.444294272632707,6.527310452746247,2.383261177548111,2.4139626369791554
UGC07524,Sm,dwarf irregular,1500000000.0,dwarf,6.4,13,39.92296788621843,38.670788640868864,3.8393036993141396,2.1708487612683123,2.658674926683884,2.789726353804122,0.9832444746347185,1.0317105696490825
UGC07559,Im,dwarf irregular,1500000000.0,dwarf,2.024,2,30.687516403436398,30.687516403436398,13.97597692352647,13.97597692352647,2.0828955795132074,2.0828955795132074,0.7703068732633169,0.7703068732633169
UGC07577,Im,dwarf irregular,1500000000.0,dwarf,1.352,2,9.014264213358752,9.014264213358752,49.615012827248265,49.615012827248265,1.2289445343713026,1.2289445343713026,0.4544944216103457,0.4544944216103457
UGC07603,Sd,spiral,1500000000.0,dwarf,3.2880000000000003,3,55.86945669094242,55.91981184071209,27.432671218475832,27.515474158008836,5.146513551513178,5.1543460793386915,1.9033094126590455,1.9062060773206653
UGC07608,Im,dwarf irregular,5000000000.0,dwarf,3.2,3,59.15439862868658,59.32672625139655,29.767464436723873,30.063775556750933,6.044797276566266,6.001826291640395,2.04454010610144,2.030005970702026
UGC07690,Im,dwarf irregular,2500000000.0,dwarf,3.3040000000000003,2,29.728788014741347,29.728788014741347,17.7624048958525,17.7624048958525,2.0283684421650214,2.0283684421650214,0.7222514142424825,0.7222514142424825
UGC07866,Im,dwarf irregular,2500000000.0,dwarf,1.8559999999999999,2,32.411150768283306,32.411150768283306,13.267228567793332,13.267228567793332,2.1941415270887523,2.1941415270887523,0.7812790753619325,0.7812790753619325
UGC08286,Scd,spiral,1500000000.0,dwarf,6.4319999999999995,4,54.01861613986215,54.18181578227769,24.38918829890676,24.6575503271115,4.763541203304361,4.733637735762986,1.7616766611199646,1.7506176110129443
UGC08490,Sm,dwarf irregular,1500000000.0,dwarf,8.120000000000001,6,59.24019822954674,59.239361239632316,32.975447063232686,32.97407073478184,6.021308065920568,6.0258425743020325,2.2268303004889316,2.2285072750850023
UGC08550,Sd,spiral,1500000000.0,dwarf,4.288,3,54.158156879341014,53.154362692999506,24.61864612926395,22.968028273981925,4.556818142389723,4.773932642702127,1.6852253035719338,1.7655196752729205
UGC08699,Sab,spiral,4500000000.0,dwarf,20.560000000000002,3,41.48856422053738,41.15626845465274,4.129124792438021,5.732522550985727,2.888015960499363,2.940963523209632,0.9844810395893852,1.0025300643502169
UGC08837,Im,dwarf irregular,2500000000.0,dwarf,3.2,2,27.98226576574598,27.98226576574598,20.689274298488584,20.689274298488584,1.928067001341494,1.928067001341494,0.6865365727080579,0.6865365727080579
UGC09037,Scd,spiral,2500000000.0,dwarf,22.368000000000002,5,16.865640628491434,17.47195593613085,39.318816517902796,38.30273686400747,1.4682394716655782,1.450120720959914,0.5228034576032047,0.5163518223630581
UGC09133,Sab,spiral,0.0,ultra-light,86.64800000000001,5,44.24146706493475,43.57978259595553,100.0,100.0,3.141452442297396,3.236719875313883,inf,inf
UGC09992,Im,dwarf irregular,5000000000.0,dwarf,3.112,2,16.17804552351626,16.17804552351626,44.128821736176484,44.128821736176484,1.4249357541223249,1.4249357541223249,0.48195798215021524,0.48195798215021524
UGC10310,Sm,dwarf irregular,3000000000.0,dwarf,6.192,2,34.1078372050457,34.1078372050457,11.173033600900546,11.173033600900546,2.3075310739566466,2.3075310739566466,0.8106178645138741,0.8106178645138741
UGC11455,Scd,spiral,0.0,ultra-light,33.544000000000004,4,18.05166971319029,18.96769092301974,100.0,100.0,1.523602996448417,1.493763257377493,inf,inf
UGC11557,Sdm,spiral,5000000000.0,dwarf,8.448,2,8.461337650602404,8.461337650602404,86.49535073650179,86.49535073650179,0.8603669458108361,0.8603669458108361,0.291003096744625,0.291003096744625
UGC11820,Sm,dwarf irregular,5000000000.0,dwarf,6.4,4,48.942495311783325,48.22384128395049,12.208465700158476,10.972766068547507,3.752706345540006,3.8846553375001314,1.2692830344570782,1.3139123236919652
UGC11914,Sab,spiral,0.0,ultra-light,7.864000000000001,2,11.677399296845943,11.677399296845943,100.0,100.0,1.2890600645578878,1.2890600645578878,inf,inf
UGC12506,Scd,spiral,0.0,ultra-light,39.992000000000004,7,37.43053191776136,37.56027452824036,100.0,100.0,2.5649448413546727,2.5553447436687016,inf,inf
UGC12632,Sm,dwarf irregular,1500000000.0,dwarf,4.264,9,45.934504089261,45.31133931669425,11.095846021784839,10.071127095955694,3.343531542167607,3.4347560590127433,1.2365215775753555,1.27025868519952
UGC12732,Sm,dwarf irregular,3000000000.0,dwarf,6.4,10,50.911321707309,51.052589309624196,17.177748463964072,17.41609468349517,4.175432228879734,4.158693579527565,1.4667971300569733,1.4609169716721784
UGCA281,BCD,dwarf BCD,1500000000.0,dwarf,0.8640000000000001,2,32.711306001723095,32.711306001723095,10.64810026143794,10.64810026143794,2.2114809116811838,2.2114809116811838,0.8178609446935265,0.8178609446935265
UGCA442,Sm,dwarf irregular,3500000000.0,dwarf,3.165,4,58.77429370529806,58.86645092437837,30.04535611644448,30.20173489127921,5.982201941230863,6.126493295111651,2.077610727362515,2.1277229214397857
UGCA444,Im,dwarf irregular,2000000000.0,dwarf,2.096,8,55.24073817974555,55.346908992345874,25.60937857289288,25.785836190949148,5.02567067524575,5.087773822041482,1.8193802840776252,1.841862704466981
