r_kpc,kT_keV,kT_err_keV
26.119999999999997,3.08,0.35
15.674999999999997,3.08,0.35
5.225,3.08,0.35
373.62,7.9916,1.1578
361.75500000000005,7.5045,1.1088
349.89000000000004,7.0175,1.0599
338.03,6.8131,0.9874
326.17,6.8016,0.8989
314.31,6.79,0.8104
302.45,7.1615,0.95554
290.59000000000003,7.5347,1.1018
278.73,7.6634,1.1559
266.87,7.4196,1.0698
255.01000000000002,7.1764,0.97997
243.14999999999998,6.9349,0.88138
231.29,6.8471,0.91626
219.425,7.1627,1.3013
207.56000000000003,7.1726,1.2016
195.7,7.0169,0.92777
183.84,6.616,1.0001
171.98000000000002,6.7089,0.94865
160.11999999999998,7.1515,0.81088
148.26,8.3568,1.4987
136.40000000000003,8.8054,1.7398
124.53999999999999,7.7499,1.2244
112.68,7.2815,0.93921
100.82,8.0431,1.1072
88.96000000000001,7.5671,0.94527
77.095,7.0303,0.83683
65.22999999999999,6.454,0.71843
53.37,6.5867,0.86812
41.510000000000005,7.0081,0.83045
29.650000000000002,6.5444,0.66313
17.79,6.12,0.51
5.930000000000001,6.12,0.51
847.915,4.5469,1.7684
830.785,4.611,1.7564
813.655,4.6751,1.7443
796.525,4.7391,1.7323
779.4,4.8032,1.7202
762.2750000000001,4.8673,1.7082
745.145,4.9314,1.6961
728.0150000000001,4.9954,1.6841
710.885,5.0595,1.6721
693.755,5.1236,1.66
676.625,5.1877,1.648
659.4949999999999,5.2518,1.6359
642.3650000000001,5.3158,1.6239
625.235,5.3799,1.6118
608.105,5.444,1.5998
590.975,5.5081,1.5877
573.8449999999999,5.5722,1.5757
556.715,5.6363,1.5636
539.585,5.7003,1.5516
522.455,5.7644,1.5395
505.32500000000005,5.8285,1.5275
488.195,5.8926,1.5154
471.065,5.9567,1.5034
453.935,6.0207,1.4914
436.805,6.0848,1.4793
419.675,6.1489,1.4673
402.54499999999996,6.213,1.4552
385.415,6.2771,1.4432
368.28499999999997,6.3412,1.4311
351.155,6.4052,1.4191
334.02500000000003,6.4693,1.407
316.89500000000004,6.5334,1.395
299.765,6.5087,1.3648
282.635,6.4209,1.3216
265.51000000000005,6.3331,1.2786
248.38500000000002,6.2454,1.2354
231.255,6.1576,1.1923
214.125,6.0698,1.1492
196.99499999999998,5.982,1.1061
179.865,5.8942,1.063
162.735,5.8064,1.0198
145.605,5.7187,0.97671
128.475,5.6309,0.93359
111.345,5.5431,0.89047
94.21499999999999,5.4553,0.84735
77.085,5.42,0.83
59.95499999999999,5.42,0.83
42.825,5.42,0.83
25.695,5.42,0.83
8.565,5.42,0.83
529.7199999999999,4.6558,2.3026
520.345,4.5799,2.1942
510.9699999999999,4.5041,2.0858
501.595,4.4282,1.9774
492.21999999999997,4.3523,1.869
482.84499999999997,4.2765,1.7607
473.46999999999997,4.2006,1.6523
464.09499999999997,4.1247,1.5439
454.72,4.1119,1.4728
445.34,4.1897,1.4551
435.965,4.2675,1.4374
426.59000000000003,4.3453,1.4197
417.215,4.423,1.402
407.84,4.5008,1.3844
398.46500000000003,4.3963,1.2727
389.09000000000003,4.2319,1.1301
379.71,4.0674,0.9874
370.335,3.903,0.84482
360.9599999999999,3.7387,0.70223
351.585,3.8388,0.70808
342.21000000000004,4.0501,0.77639
332.835,4.2614,0.8447
323.46,4.4727,0.91301
314.085,4.673,0.97787
304.71000000000004,4.3135,0.86743
295.33,3.9537,0.75693
285.95500000000004,3.5942,0.6465
276.58000000000004,3.2892,0.54728
267.20500000000004,3.3619,0.52572
257.83,3.4347,0.50416
248.45499999999998,3.5074,0.48261
239.07999999999998,3.6246,0.48386
229.7,3.8045,0.51726
220.325,3.9843,0.55065
210.95,4.1641,0.58404
201.57500000000002,4.2688,0.59866
192.20000000000002,4.3047,0.59609
182.82500000000002,4.3407,0.59352
173.45,4.3766,0.59096
164.075,4.3803,0.57709
154.70000000000002,4.3649,0.55654
145.32,4.3495,0.53599
135.945,4.3341,0.51544
126.57,4.2687,0.49774
117.195,4.1853,0.48106
107.82,4.1019,0.46439
98.44500000000001,4.0186,0.44771
89.07,4.0395,0.44612
79.69,4.1502,0.45752
70.31499999999998,4.2609,0.46891
60.94,4.3715,0.48031
51.565,4.4822,0.4917
42.19,4.5929,0.50309
32.815,4.7035,0.51448
23.439999999999998,4.8142,0.52587
14.065,4.9249,0.53727
4.6899999999999995,5.0355,0.54866
416.745,2.5018,0.71494
409.85499999999996,2.4586,0.68152
402.96500000000003,2.4155,0.6481
396.07499999999993,2.3723,0.61468
389.19,2.3292,0.58129
382.305,2.286,0.54789
375.415,2.2506,0.51842
368.525,2.254,0.50888
361.63500000000005,2.2574,0.49933
354.745,2.2608,0.48979
347.86,2.2642,0.48025
340.975,2.2676,0.47071
334.085,2.271,0.46116
327.195,2.2744,0.45162
320.30499999999995,2.2778,0.44207
313.415,2.2812,0.43253
306.53000000000003,2.2847,0.42299
299.64500000000004,2.2881,0.41345
292.755,2.2915,0.40391
285.865,2.2949,0.39436
278.97499999999997,2.2983,0.38482
272.08500000000004,2.304,0.3764
265.2,2.3119,0.36913
258.31499999999994,2.3199,0.36187
251.425,2.3279,0.3546
244.535,2.3359,0.34733
237.64499999999998,2.3439,0.34006
230.755,2.3519,0.33279
223.87,2.3599,0.32552
216.98499999999999,2.3679,0.31826
210.095,2.3759,0.31099
203.20499999999998,2.3839,0.30372
196.31500000000003,2.3919,0.29645
189.425,2.3999,0.28918
182.54000000000002,2.4079,0.28191
175.655,2.435,0.27911
168.765,2.469,0.27789
161.875,2.5029,0.27668
154.98499999999999,2.5369,0.27547
148.095,2.5708,0.27426
141.21,2.6048,0.27304
134.325,2.6387,0.27183
127.43499999999999,2.6726,0.27062
120.545,2.7066,0.26941
113.655,2.7405,0.2682
106.765,2.7745,0.26698
99.88,2.8084,0.26577
92.99499999999999,2.8424,0.26456
86.105,2.8763,0.26335
79.215,2.9103,0.26213
72.325,2.9442,0.26092
65.43499999999999,2.9782,0.25971
58.550000000000004,3.0121,0.2585
51.665,3.046,0.25728
44.775,3.08,0.25607
37.885000000000005,3.1139,0.25486
30.995,3.1479,0.25365
24.105,3.1818,0.25243
17.22,3.2158,0.25122
10.335,3.2497,0.25001
3.4450000000000003,3.2837,0.2488
1037.35,4.3579,2.4721
1016.4,4.5656,2.5219
995.425,4.7733,2.5717
974.4699999999999,4.981,2.6215
953.5100000000001,5.1888,2.6713
932.5550000000001,5.3965,2.7211
911.5999999999999,5.6042,2.771
890.645,5.8119,2.8208
869.69,6.0196,2.8706
848.73,6.2273,2.9204
827.7750000000001,6.435,2.9702
806.82,6.6427,3.02
785.86,6.8505,3.0699
764.905,7.0582,3.1197
743.95,7.2659,3.1695
722.99,7.4736,3.2193
702.035,7.6813,3.2691
681.0799999999999,7.889,3.3189
660.125,8.0967,3.3687
639.1700000000001,8.3044,3.4185
618.2099999999999,8.5122,3.4684
597.255,8.7199,3.5182
576.3000000000001,8.9276,3.568
555.3399999999999,9.1353,3.6178
534.385,9.343,3.6676
513.4300000000001,9.5507,3.7174
492.475,9.7584,3.7673
471.52,9.9661,3.8171
450.56,9.9797,3.7641
429.605,9.9253,3.6751
408.65000000000003,9.871,3.5861
387.69,9.8166,3.4971
366.735,9.7622,3.4081
345.78,9.7078,3.3191
324.82,9.6534,3.2301
303.865,9.599,3.1411
282.90999999999997,9.5446,3.0521
261.955,9.4902,2.9631
241.0,9.4359,2.8741
220.04000000000002,9.3815,2.7851
199.085,9.3271,2.6961
178.13000000000002,9.2727,2.6071
157.17,9.2183,2.5181
136.21499999999997,9.1639,2.4291
115.26,9.14,2.39
94.305,9.14,2.39
73.35,9.14,2.39
52.39,9.14,2.39
31.435000000000006,9.14,2.39
10.48,9.14,2.39
292.385,5.2856,0.79036
288.97499999999997,5.1697,0.76197
284.42,5.0149,0.72405
279.865,4.86,0.68612
275.315,4.7053,0.64824
270.76500000000004,4.6325,0.62155
266.215,4.7997,0.62763
261.665,4.9669,0.63371
257.115,5.1341,0.63979
252.56500000000003,4.9105,0.60445
248.015,4.6727,0.5676
243.46499999999997,4.4349,0.53075
238.915,4.3992,0.51289
234.36499999999998,4.3678,0.49543
229.815,4.3619,0.48203
225.265,4.5505,0.49949
220.71,4.7393,0.51697
216.15499999999997,4.8657,0.53307
211.605,4.8096,0.54508
207.05499999999998,4.7536,0.55709
202.505,5.0429,0.63014
197.95499999999998,5.4427,0.72273
193.405,5.5867,0.7563
188.855,5.3161,0.69419
184.305,5.0828,0.63491
179.755,5.105,0.59498
175.205,5.1272,0.55505
170.655,4.9982,0.55775
166.105,4.8474,0.56662
161.555,4.9365,0.58196
157.0,5.1734,0.60129
152.445,5.1561,0.58935
147.895,4.931,0.55183
143.345,4.7549,0.51431
138.79500000000002,4.647,0.4768
134.245,4.6086,0.45966
129.695,4.7438,0.49345
125.14500000000001,4.8055,0.51379
120.595,4.5979,0.48482
116.045,4.4348,0.46134
111.49499999999999,4.538,0.47072
106.945,4.6375,0.47922
102.395,4.4113,0.40824
97.845,4.185,0.33725
93.28999999999999,4.3028,0.36839
88.735,4.5311,0.43229
84.185,4.4867,0.4308
79.63499999999999,4.2334,0.37921
75.085,4.0412,0.34593
70.535,3.9286,0.33655
65.985,3.8166,0.31796
61.435,3.7056,0.27803
56.885,3.6072,0.241
52.335,3.7587,0.26204
47.785000000000004,3.9102,0.28309
43.235,3.8632,0.28193
38.684999999999995,3.7191,0.26992
34.135,3.5546,0.25546
29.580000000000002,3.2932,0.22932
25.025,3.0318,0.20318
20.475,2.7749,0.17749
15.925000000000002,2.5223,0.15223
11.375,2.2698,0.12698
6.825,2.1,0.11
2.275,2.1,0.11
276.25500000000005,5.0276,0.22499
269.22999999999996,5.1103,0.26475
261.43,5.2021,0.3089
253.625,5.294,0.35308
245.82,5.3859,0.39725
238.01500000000001,5.4778,0.44143
230.21000000000004,5.5697,0.48561
222.41,5.6615,0.52976
214.605,5.7534,0.57393
206.79999999999998,5.8453,0.61811
198.995,5.9809,0.6531
191.19000000000003,6.1326,0.6847
183.39,6.2842,0.71628
175.58499999999998,6.3162,0.72366
167.77999999999997,6.2564,0.71245
159.98000000000002,6.1967,0.70126
152.175,6.3031,0.74377
144.37,6.4304,0.79307
136.565,6.4482,0.80964
128.76,6.3341,0.78682
120.96,6.1748,0.75747
113.155,5.8886,0.70976
105.35,5.8624,0.72195
97.55,6.2671,0.83339
89.74499999999999,6.2732,0.82503
81.94,6.1016,0.76236
74.135,6.5056,0.84453
66.33,6.546,0.82721
58.53,6.3312,0.75754
50.725,6.2191,0.80236
42.92,5.8097,0.6613
35.12,5.4962,0.62705
27.314999999999998,5.3461,0.73652
19.509999999999998,5.2146,0.61913
11.705,5.0832,0.50175
3.9,5.07,0.49
294.63,6.0208,0.69864
287.17,6.1714,0.7334
279.71000000000004,6.322,0.76816
272.25,6.4726,0.80292
264.795,6.6232,0.83765
257.34000000000003,6.7737,0.87239
249.88,6.9243,0.90715
242.42000000000002,7.0749,0.94191
234.96,7.2256,0.97667
227.49999999999997,7.3762,1.0114
220.04000000000002,7.5268,1.0462
212.57999999999998,7.5831,1.0574
205.12000000000003,7.4341,1.0175
197.66,7.2852,0.97755
190.205,7.1364,0.93764
182.75000000000003,6.9875,0.89774
175.29,6.8386,0.8578
167.82999999999998,6.6896,0.81787
160.37,6.5407,0.77793
152.91,6.3917,0.738
145.45000000000002,6.2534,0.70172
137.99,6.3243,0.73717
130.52999999999997,6.3953,0.77263
123.07,6.4662,0.80808
115.615,6.537,0.84352
108.16000000000001,6.6079,0.87895
100.7,6.6788,0.9144
93.24000000000001,6.7497,0.94986
85.78,6.7849,0.95875
78.32000000000001,6.7732,0.93271
70.86,6.7615,0.90666
63.4,6.7498,0.88061
55.940000000000005,6.7381,0.85457
48.48,6.7263,0.82852
41.025,6.7146,0.80249
33.57,6.7029,0.77646
26.110000000000003,6.7,0.77
18.65,6.7,0.77
11.189999999999998,6.7,0.77
3.73,6.7,0.77
399.46000000000004,5.3904,1.49
388.20500000000004,5.3538,1.4326
376.955,5.4951,1.4759
365.705,5.6365,1.5191
354.45000000000005,5.778,1.5612
343.19500000000005,5.9212,1.5825
331.945,6.0643,1.6038
320.695,6.2074,1.6252
309.44000000000005,6.0094,1.437
298.18500000000006,5.7108,1.1872
286.935,5.4124,0.93752
275.685,5.13,0.79453
264.435,4.8644,0.7629
253.17999999999995,4.5987,0.73127
241.925,4.5487,0.7287
230.675,4.9414,0.78575
219.42499999999998,5.334,0.8428
208.17,5.5522,0.87219
196.91500000000002,5.4438,0.84975
185.665,5.3354,0.82733
174.415,5.3775,0.81447
163.16,5.4926,0.80624
151.905,5.6075,0.78982
140.655,5.7213,0.74766
129.405,5.8352,0.7055
118.15,5.4082,0.62847
106.895,4.9001,0.54621
95.64500000000001,4.6064,0.464
84.395,4.3652,0.38178
73.14000000000001,3.7548,0.29631
61.885,3.2824,0.24112
50.635,2.9752,0.24997
39.385000000000005,2.8463,0.21969
28.13,2.7629,0.19
16.875,2.3992,0.15636
5.625,2.14,0.13
909.1700000000001,6.7562,1.7645
893.8900000000001,6.8627,1.765
878.61,6.9692,1.7655
863.3299999999999,7.0757,1.766
848.05,7.1822,1.7665
832.77,7.2888,1.7671
817.49,7.3953,1.7676
802.2099999999999,7.5018,1.7681
786.9300000000001,7.6083,1.7686
771.65,7.7149,1.7691
756.37,7.8214,1.7696
741.09,7.8932,1.7528
725.8100000000001,7.8671,1.6872
710.53,7.841,1.6217
695.25,7.8149,1.5561
679.9699999999999,7.7889,1.4905
664.69,7.7628,1.4249
649.4100000000001,7.7367,1.3594
634.13,7.7106,1.2938
618.85,7.6845,1.2282
603.5699999999999,7.6585,1.1627
588.29,7.6324,1.0971
573.01,7.6063,1.0315
557.73,7.5802,0.96595
542.4499999999999,7.5541,0.90038
527.1700000000001,7.7575,0.93337
511.88999999999993,8.0039,0.98491
496.61,8.2503,1.0364
481.33000000000004,8.4968,1.088
466.04499999999996,8.7433,1.1395
450.76,8.9899,1.1911
435.47999999999996,9.2363,1.2426
420.20000000000005,9.4828,1.2941
404.92,9.7292,1.3457
389.64,9.7734,1.3412
374.36,9.799,1.3316
359.0799999999999,9.8246,1.322
343.8,9.8502,1.3124
328.52000000000004,9.8758,1.3029
313.23999999999995,9.9013,1.2933
297.96,10.109,1.3547
282.68000000000006,10.409,1.4526
267.4,10.709,1.5505
252.12,11.01,1.6485
236.84,11.193,1.7045
221.55999999999997,10.792,1.5523
206.28000000000003,10.391,1.4
191.0,9.9905,1.2478
175.72,9.904,1.2261
160.44,9.8345,1.2115
145.16000000000003,9.7852,1.1887
129.88,9.8093,1.1365
114.60000000000001,9.8334,1.0843
99.32,10.75,1.4071
84.04,12.002,1.8712
68.76,10.447,1.4547
53.48,8.5831,0.8941
38.199999999999996,8.8591,0.87185
22.919999999999998,9.135,0.8496
7.64,9.4109,0.82734
268.66499999999996,2.8261,0.28755
262.035,2.8379,0.28285
255.4,2.8497,0.27814
248.76500000000001,2.8614,0.27343
242.135,2.8732,0.26873
235.5,2.8849,0.26402
228.86499999999998,2.8967,0.25931
222.23,2.9085,0.25461
215.59499999999997,2.9203,0.2499
208.965,2.932,0.2452
202.33,2.9438,0.24049
195.69500000000002,2.9555,0.23578
189.06499999999997,2.9673,0.23108
182.42999999999998,3.0045,0.23531
175.795,3.0493,0.2422
169.15999999999997,3.0941,0.24909
162.52499999999998,3.1388,0.25597
155.895,3.1836,0.26286
149.26,3.2283,0.26974
142.625,3.2731,0.27663
135.99499999999998,3.3178,0.28351
129.36,3.3608,0.29
122.725,3.375,0.29
116.09,3.3892,0.29
109.455,3.4034,0.29
102.825,3.4176,0.29
96.19,3.4318,0.29
89.55499999999999,3.446,0.29
82.925,3.4602,0.29
76.28999999999999,3.4744,0.29
69.655,3.4886,0.29
63.019999999999996,3.5028,0.29
56.385000000000005,3.517,0.29
49.755,3.5312,0.29
43.120000000000005,3.5454,0.29
36.48500000000001,3.5596,0.29
29.855,3.5738,0.29
23.220000000000002,3.588,0.29
16.585,3.6022,0.29
9.950000000000001,3.6164,0.29
3.315,3.6306,0.29
693.635,26.893,11.21
673.53,25.701,10.712
653.425,24.51,10.213
633.32,23.318,9.7151
613.215,22.126,9.2168
593.11,20.934,8.7186
573.005,19.743,8.2203
552.9,18.551,7.7221
532.7950000000001,17.359,7.2238
512.6899999999999,16.167,6.7256
492.585,14.976,6.2273
472.47499999999997,13.783,5.7289
452.37,12.592,5.2307
432.265,12.789,5.3743
412.15999999999997,12.989,5.5187
392.05500000000006,13.125,5.5977
371.95,12.638,5.0262
351.84499999999997,12.15,4.4546
331.73999999999995,11.663,3.883
311.635,11.508,3.7051
291.53000000000003,11.356,3.5293
271.425,11.204,3.3535
251.32,10.96,3.1302
231.215,10.652,2.8727
211.105,10.344,2.6152
191.0,10.035,2.3578
170.895,9.6987,2.1652
150.79000000000002,9.3574,1.9839
130.685,9.016,1.8026
110.58,8.6746,1.6212
90.475,8.3333,1.4399
70.37,8.07,1.3
50.265,8.07,1.3
30.16,8.07,1.3
10.055,8.07,1.3
993.1000000000001,4.57,1.6927
979.985,4.6544,1.683
964.5550000000001,4.7537,1.6715
949.12,4.853,1.66
933.685,4.9523,1.6486
918.255,5.0515,1.6371
902.8199999999999,5.1508,1.6257
887.385,5.2501,1.6142
871.955,5.3494,1.6028
856.525,5.4487,1.5913
841.09,5.548,1.5798
825.655,5.6473,1.5684
810.225,5.7466,1.5569
794.795,5.8458,1.5455
779.36,5.9451,1.534
763.925,6.0444,1.5226
748.495,6.1437,1.5111
733.0600000000001,6.243,1.4996
717.625,6.3423,1.4882
702.195,6.4416,1.4767
686.7650000000001,6.5408,1.4653
671.3299999999999,6.6401,1.4538
655.895,6.7394,1.4424
640.465,6.8387,1.4309
625.03,6.938,1.4195
609.595,7.0373,1.408
594.1650000000001,7.1366,1.3965
578.735,7.2359,1.3851
563.3,7.3352,1.3736
547.865,7.4345,1.3622
532.435,7.5337,1.3507
516.9999999999999,7.633,1.3393
501.56500000000005,7.7323,1.3278
486.135,7.7957,1.319
470.70500000000004,7.782,1.3157
455.27,7.7684,1.3125
439.835,7.7548,1.3092
424.40500000000003,7.7412,1.306
408.97,7.7276,1.3028
393.53499999999997,7.714,1.2995
378.105,7.7004,1.2963
362.67499999999995,7.6867,1.293
347.24,7.6731,1.2898
331.805,7.6595,1.2866
316.37499999999994,7.6459,1.2833
300.94,7.6323,1.2801
285.505,7.6187,1.2768
270.07499999999993,7.6051,1.2736
254.645,7.5914,1.2703
239.21,7.6432,1.2561
223.775,7.7027,1.2405
208.345,7.7622,1.225
192.91,7.8216,1.2094
177.475,7.8811,1.1939
162.045,7.9406,1.1783
146.615,8.0,1.1628
131.17999999999998,8.0595,1.1472
115.745,8.119,1.1317
100.315,8.1784,1.1161
84.88000000000001,8.2379,1.1005
69.44500000000001,8.2974,1.085
54.015,8.3569,1.0694
38.585,8.4163,1.0539
23.150000000000002,8.4758,1.0383
7.715,8.5353,1.0228
376.575,6.6689,0.66104
370.91,6.7781,0.67057
365.25,6.8872,0.68009
359.58500000000004,6.9964,0.68962
353.92,7.1056,0.69915
348.26,7.2147,0.70867
342.6,7.17,0.70094
336.935,7.1001,0.6904
331.27,7.0303,0.67985
325.61,6.9605,0.66932
319.94500000000005,6.8906,0.65878
314.28000000000003,6.8208,0.64823
308.62,6.751,0.6377
302.96,6.7088,0.6311
297.29499999999996,6.7414,0.63517
291.63,6.774,0.63924
285.97,6.8065,0.64331
280.31,6.8391,0.64738
274.64500000000004,6.875,0.65936
268.98,6.9168,0.6855
263.32,6.9586,0.71161
257.655,7.0004,0.73776
251.98999999999998,6.8705,0.71539
246.32999999999998,6.5897,0.65034
240.67,6.3088,0.5853
235.005,6.0774,0.53473
229.33999999999997,6.1261,0.56609
223.67999999999998,6.1749,0.59743
218.01500000000001,6.2332,0.62579
212.35000000000002,6.3157,0.64643
206.69000000000003,6.3982,0.66705
201.02999999999997,6.4826,0.64823
195.365,6.5674,0.62279
189.70000000000002,6.5619,0.61
184.04000000000002,6.4651,0.61
178.38000000000002,6.3606,0.60144
172.715,6.2404,0.5753
167.05,6.1678,0.55783
161.39000000000001,6.1626,0.55261
155.725,6.3649,0.58087
150.06,6.7738,0.64249
144.4,6.6442,0.6255
138.74,6.3285,0.58106
133.075,6.479,0.59988
127.41,6.56,0.62208
121.75,6.56,0.6482
116.09,6.2085,0.57704
110.425,6.0424,0.51931
104.76,5.9689,0.47416
99.1,5.6085,0.41148
93.43499999999999,5.4979,0.43553
87.77,5.6176,0.44
82.11,5.4884,0.41254
76.45,5.5328,0.43231
70.785,5.4463,0.41659
65.11999999999999,5.3471,0.4
59.46,5.121,0.38096
53.794999999999995,4.9867,0.34524
48.13,4.7981,0.31604
42.47,4.5696,0.29597
36.81,4.1927,0.25024
31.145,4.3272,0.26012
25.48,3.994,0.24301
19.82,3.8003,0.21577
14.16,3.4546,0.20015
8.495,3.3692,0.17981
2.83,3.33,0.17
589.835,12.408,2.6903
571.11,12.332,2.6639
552.3849999999999,12.256,2.6376
533.66,12.181,2.6112
514.935,12.105,2.5848
496.21,12.03,2.5585
477.485,11.954,2.5321
458.76,11.878,2.5058
440.035,11.803,2.4794
421.30999999999995,11.727,2.453
402.585,11.651,2.4267
383.85999999999996,11.575,2.4003
365.135,11.5,2.374
346.40999999999997,11.424,2.3476
327.685,11.348,2.3213
308.96000000000004,11.273,2.2949
290.235,10.952,2.1702
271.51000000000005,10.312,1.9176
252.78499999999997,9.6725,1.6651
234.06,9.0329,1.4125
215.335,8.6917,1.2727
196.61,9.5579,1.589
177.88500000000002,10.424,1.9053
159.16,10.445,1.9338
140.43499999999997,9.2785,1.5582
121.71,8.5849,1.3176
102.985,8.6228,1.286
84.26,8.63,1.3717
65.535,8.5535,1.4396
46.809999999999995,7.0688,1.0193
28.084999999999997,4.9553,0.44767
9.36,4.29,0.35
490.03,8.4379,1.4718
476.225,8.5031,1.4664
462.42,8.5683,1.461
448.62,8.5987,1.4711
434.815,8.6216,1.4846
421.01,8.6444,1.4981
407.21,8.6673,1.5116
393.40500000000003,8.6901,1.5251
379.59999999999997,8.713,1.5386
365.79499999999996,8.7358,1.5521
351.99,8.7587,1.5656
338.19,8.7815,1.5791
324.385,8.8665,1.6166
310.58,9.2142,1.7557
296.78000000000003,9.5618,1.8947
282.97499999999997,9.9095,2.0338
269.17,10.257,2.1729
255.36999999999998,10.605,2.3119
241.565,10.693,2.3249
227.76000000000002,10.743,2.3191
213.955,10.793,2.3132
200.15,10.95,2.3409
186.35000000000002,11.238,2.4095
172.54500000000002,11.526,2.4781
158.73999999999998,11.809,2.5608
144.94000000000003,12.086,2.6555
131.135,12.363,2.7502
117.32999999999998,12.015,2.6382
103.53,11.38,2.4313
89.725,10.745,2.2243
75.92,10.247,1.9805
62.115,9.7759,1.7294
48.31,9.3048,1.4784
34.51,8.8339,1.2274
20.705000000000002,8.82,1.22
6.8999999999999995,8.82,1.22
988.315,0.49523,-0.014135
970.505,0.57655,0.0030132
952.695,0.65786,0.020161
934.89,0.73915,0.037305
917.0849999999999,0.82045,0.054448
899.2750000000001,0.90176,0.071596
881.4649999999999,0.98308,0.088744
863.66,1.0644,0.10589
845.855,1.1457,0.12303
828.045,1.227,0.14018
810.235,1.3083,0.15733
792.43,1.3896,0.17447
774.6249999999999,1.4709,0.19161
756.815,1.5522,0.20876
739.0049999999999,1.6335,0.22591
721.2,1.7148,0.24305
703.395,1.7961,0.2602
685.585,1.8774,0.27734
667.775,1.9587,0.29449
649.9699999999999,2.04,0.31164
632.1650000000001,2.1213,0.32878
614.355,2.2026,0.34593
596.5450000000001,2.2839,0.36307
578.74,2.3652,0.38022
560.935,2.4465,0.39736
543.1250000000001,2.5278,0.41451
525.32,2.6091,0.43165
507.51499999999993,2.6904,0.4488
489.705,2.7717,0.46595
471.895,2.8531,0.48309
454.09,2.9343,0.50024
436.28499999999997,3.0156,0.51738
418.47499999999997,3.097,0.53453
400.665,3.1783,0.55168
382.85999999999996,3.2596,0.56882
365.055,3.3409,0.58596
347.245,3.5283,0.61732
329.435,3.7485,0.65305
311.62999999999994,3.9686,0.68878
293.825,4.1887,0.72451
276.015,4.4089,0.76024
258.20500000000004,4.6291,0.79598
240.4,4.8492,0.8317
222.595,5.0693,0.86743
204.785,5.2775,0.90012
186.975,5.3619,0.90144
169.17,5.4462,0.90275
151.365,5.5306,0.90407
133.555,5.615,0.90539
115.745,5.6994,0.90671
97.94,5.7838,0.90803
80.13499999999999,5.8682,0.90935
62.325,5.9526,0.91067
44.515,6.037,0.91198
26.71,6.1213,0.9133
8.905,6.2057,0.91462
197.08999999999997,2.64,0.1125
191.69,2.64,0.11432
186.29000000000002,2.64,0.11613
180.89,2.64,0.11795
175.48999999999998,2.64,0.11976
170.09000000000003,2.64,0.12157
164.69,2.64,0.12339
159.29,2.64,0.1252
153.89,2.64,0.12702
148.49,2.64,0.12883
143.09,2.64,0.13065
137.68999999999997,2.64,0.13246
132.29000000000002,2.64,0.13428
126.89,2.64,0.13609
121.49,2.64,0.1379
116.09,2.64,0.13972
110.69000000000001,2.64,0.14153
105.28999999999999,2.64,0.14335
99.89,2.64,0.14516
94.49,2.64,0.14698
89.09500000000001,2.64,0.14879
83.7,2.6512,0.1515
78.30000000000001,2.685,0.156
72.89999999999999,2.7187,0.16049
67.5,2.7525,0.16499
62.1,2.7862,0.16949
56.7,2.7267,0.16683
51.3,2.6553,0.16326
45.9,2.5836,0.15957
40.5,2.5089,0.1546
35.1,2.4316,0.1486
29.699999999999996,2.3221,0.13035
24.3,2.1919,0.11112
18.9,2.0346,0.090595
13.5,1.7473,0.068256
8.1,1.3605,0.046477
2.7,1.02,0.03
977.3149999999999,2.005,0.55402
954.32,2.1962,0.60369
931.3249999999999,2.3874,0.65336
908.33,2.5786,0.70303
885.335,2.7699,0.75269
862.34,2.9611,0.80236
839.3399999999999,3.1524,0.85204
816.345,3.3436,0.90171
793.35,3.5348,0.95137
770.355,3.726,1.001
747.36,3.9172,1.0507
724.3649999999999,4.1085,1.1004
701.37,4.2997,1.1501
678.3699999999999,4.4909,1.1997
655.375,4.6822,1.2494
632.38,4.8734,1.2991
609.3850000000001,5.0646,1.3487
586.39,5.2558,1.3984
563.395,5.447,1.4481
540.4,5.6383,1.4977
517.4000000000001,5.8295,1.5474
494.405,6.0207,1.5971
471.40999999999997,6.212,1.6467
448.415,6.4032,1.6964
425.42,6.5944,1.7461
402.425,6.7856,1.7957
379.43,6.9768,1.8454
356.43,7.1404,1.8732
333.43500000000006,7.2405,1.8506
310.44,7.3406,1.8281
287.44499999999994,7.4407,1.8056
264.45,7.5686,1.789
241.455,7.7591,1.7858
218.45999999999998,7.9497,1.7827
195.465,8.0817,1.759
172.47,7.9033,1.6269
149.47,7.7249,1.4948
126.47500000000001,7.6696,1.4325
103.48,8.4281,1.8328
80.485,9.1867,2.2331
57.49,9.9452,2.6334
34.495,10.704,3.0336
11.5,11.462,3.4339
496.71999999999997,8.7117,0.68017
489.865,8.6744,0.68208
483.015,8.6372,0.68399
476.165,8.6,0.6859
469.31500000000005,8.5627,0.68781
462.46500000000003,8.5255,0.68972
455.615,8.4907,0.6914
448.765,8.4562,0.69304
441.91,8.4217,0.69468
435.05499999999995,8.3872,0.69632
428.205,8.3528,0.69796
421.355,8.3184,0.6996
414.505,8.4294,0.72185
407.655,8.5869,0.75069
400.80499999999995,8.7444,0.77953
393.95000000000005,8.902,0.80839
387.09499999999997,9.0053,0.8234
380.245,8.947,0.79715
373.39500000000004,8.8887,0.7709
366.545,8.8303,0.74465
359.695,8.651,0.70901
352.84499999999997,8.4455,0.67135
345.995,8.2401,0.63368
339.14,8.2339,0.63347
332.285,8.2492,0.63731
325.435,8.3048,0.64623
