r_kpc,kT_keV,kT_err_keV
497.13,7.5019,2.8016
479.04999999999995,7.5961,2.7828
460.975,7.6903,2.7639
442.90000000000003,7.7844,2.7451
424.82,7.8787,2.7263
406.74,7.9729,2.7074
388.665,8.067,2.6886
370.59,8.1612,2.6698
352.51,8.2554,2.6509
334.43,7.9292,2.4144
316.355,7.5816,2.1668
298.28,7.234,1.9192
280.2,6.8862,1.6715
262.12,6.5385,1.4238
244.04500000000002,6.1909,1.1762
225.97,6.2191,1.1299
207.89000000000001,6.3118,1.118
189.80999999999997,6.4045,1.1061
171.73499999999999,6.4972,1.0942
153.66000000000003,6.5385,1.0964
135.58,6.5516,1.1062
117.50000000000001,6.5647,1.116
99.425,6.5684,1.112
81.35000000000001,6.5657,1.0985
63.269999999999996,6.563,1.0851
45.19,6.5603,1.0716
27.115000000000002,6.56,1.07
9.04,6.56,1.07
570.795,8.1199,2.7254
553.23,8.0191,2.648
535.67,7.9184,2.5707
518.105,7.8177,2.4934
500.53999999999996,7.717,2.4161
482.97999999999996,7.6163,2.3388
465.42,7.5156,2.2615
447.855,7.4149,2.1841
430.29,7.3141,2.1068
412.72999999999996,7.2135,2.0295
395.16499999999996,7.1127,1.9522
377.59999999999997,7.012,1.8749
360.04,6.9113,1.7976
342.48,6.8106,1.7203
324.915,6.7099,1.6429
307.35,6.6092,1.5656
289.78999999999996,6.5085,1.4883
272.225,6.4077,1.411
254.66,6.307,1.3337
237.09999999999997,6.2063,1.2564
219.53499999999997,6.1056,1.179
201.96999999999997,6.0049,1.1017
184.41000000000003,5.9042,1.0244
166.85,5.8035,0.9471
149.285,5.7027,0.86978
131.72,5.6285,0.8285
114.16,5.5581,0.79246
96.595,5.4877,0.7564
79.03,5.4173,0.72035
61.470000000000006,5.347,0.6843
43.910000000000004,5.28,0.65
26.345,5.28,0.65
8.78,5.28,0.65
799.81,3.6723,-0.94051
780.6149999999999,3.9388,-0.7996
755.025,4.2941,-0.61174
729.4300000000001,4.6495,-0.42385
703.835,5.0049,-0.23596
678.24,5.3603,-0.048063
652.645,5.7157,0.13983
627.0550000000001,6.071,0.32769
601.46,6.4264,0.51558
575.865,6.7818,0.70347
550.27,7.1372,0.89137
524.675,7.4925,1.0793
499.085,7.8479,1.2671
473.48999999999995,8.2033,1.455
447.895,8.5586,1.6429
422.3,8.914,1.8308
396.705,9.2694,2.0187
371.11499999999995,9.6247,2.2066
345.52000000000004,9.9801,2.3944
319.925,10.335,2.5823
294.33,11.923,3.7626
268.735,13.563,4.9851
243.145,15.203,6.2073
217.54999999999998,15.741,6.6133
191.95499999999998,13.297,4.8092
166.36,10.854,3.0051
140.76500000000001,9.7946,2.1826
115.175,9.8759,2.169
89.58,9.9572,2.1555
63.985,10.039,2.1419
38.39,10.12,2.1284
12.795000000000002,10.201,2.1148
289.195,4.9848,0.51684
274.36499999999995,5.0646,0.54007
259.535,5.1445,0.56329
244.705,5.2244,0.58651
229.875,5.3043,0.60974
215.04000000000002,5.3842,0.63297
200.20499999999998,5.4641,0.6562
185.375,5.544,0.67942
170.54500000000002,5.6239,0.70264
155.715,5.7038,0.72587
140.885,5.7837,0.74909
126.055,5.8636,0.77231
111.225,5.6767,0.72718
96.39500000000001,5.3578,0.64822
81.565,5.039,0.56927
66.73499999999999,4.6479,0.48682
51.905,4.137,0.39857
37.074999999999996,3.6429,0.31421
22.245,3.2072,0.24343
7.415,2.94,0.2
499.76,6.085,0.55181
493.315,6.136,0.55973
486.865,6.1871,0.56765
480.415,6.2381,0.57557
473.965,6.2892,0.58349
467.515,6.3402,0.59141
461.065,6.3913,0.59933
454.62,6.4423,0.60725
448.175,6.4718,0.61555
441.725,6.4899,0.62407
435.275,6.508,0.63258
428.825,6.5261,0.6411
422.375,6.5442,0.64962
415.925,6.5623,0.65813
409.48,6.5804,0.66664
403.035,6.5984,0.67515
396.585,6.6166,0.68367
390.135,6.6346,0.68737
383.685,6.6525,0.67712
377.235,6.6705,0.66688
370.79,6.6884,0.65664
364.345,6.7063,0.6464
357.895,6.7242,0.63615
351.445,6.7422,0.6259
344.995,6.7601,0.61566
338.54499999999996,6.7587,0.60933
332.095,6.7334,0.60785
325.65,6.7082,0.60636
319.205,6.6829,0.60488
312.755,6.6577,0.60339
306.30500000000006,6.6324,0.60191
299.85499999999996,6.6071,0.60042
293.40500000000003,6.5564,0.58939
286.955,6.4957,0.57462
280.51,6.435,0.55986
274.065,6.3743,0.5451
267.61500000000007,6.3136,0.53033
261.16499999999996,6.2529,0.51556
254.71500000000003,6.2624,0.5154
248.26500000000001,6.3143,0.52405
241.82,6.3662,0.5327
235.375,6.4181,0.54135
228.92499999999998,6.4701,0.55001
222.475,6.522,0.55867
216.025,6.6307,0.56465
209.57500000000002,6.7498,0.57015
203.125,6.8689,0.57564
196.68,6.9879,0.58113
190.23499999999999,7.1069,0.58662
183.785,7.1539,0.58866
177.33499999999998,7.0864,0.5852
170.88500000000002,7.0189,0.58174
164.435,6.9514,0.57828
157.98499999999999,6.8839,0.57481
151.54000000000002,6.8164,0.57135
145.095,6.8453,0.57922
138.645,6.9362,0.59437
132.195,7.0271,0.60952
125.74499999999999,7.118,0.62466
119.29500000000002,7.2089,0.63981
112.845,7.2998,0.65496
106.39999999999999,7.3898,0.66997
99.95499999999998,7.3658,0.66495
93.50500000000001,7.3417,0.65994
87.05499999999999,7.3176,0.65492
80.605,7.2935,0.6499
74.155,7.2694,0.64488
67.71000000000001,7.2454,0.63987
61.265,7.2213,0.63486
54.815000000000005,7.1972,0.62984
48.364999999999995,7.1731,0.62482
41.915,7.15,0.62
35.464999999999996,7.15,0.62
29.015,7.15,0.62
22.57,7.15,0.62
16.125,7.15,0.62
9.674999999999999,7.15,0.62
3.225,7.15,0.62
241.82999999999998,1.9994,0.21948
239.445,2.0028,0.21412
237.06,2.0062,0.20876
234.68,2.0097,0.20341
232.3,2.013,0.19806
229.91500000000002,2.0165,0.1927
227.53,2.0199,0.18734
225.15,2.0233,0.18199
222.76999999999998,2.0267,0.17664
220.385,2.0301,0.17128
218.0,2.0335,0.16591
215.62,2.0369,0.16056
213.23999999999998,2.0403,0.15521
210.85500000000002,2.0437,0.14985
208.47,2.0471,0.14449
206.09,2.0522,0.14025
203.71,2.0661,0.14178
201.32500000000002,2.0799,0.14332
198.94,2.0938,0.14486
196.56,2.1076,0.1464
194.17999999999998,2.1214,0.14794
191.795,2.1353,0.14948
189.41,2.1492,0.15102
187.03,2.163,0.15255
184.65,2.1768,0.15409
182.26500000000001,2.1907,0.15563
179.88,2.2045,0.15717
177.5,2.2184,0.15871
175.12,2.2322,0.16024
172.735,2.246,0.16178
170.35,2.2599,0.16332
167.97,2.2737,0.16486
165.59,2.2876,0.1664
163.20499999999998,2.3014,0.16794
160.82,2.3153,0.16948
158.44,2.32,0.17
156.06,2.32,0.17
153.675,2.32,0.17
151.29000000000002,2.32,0.17
148.91,2.32,0.17
146.53,2.32,0.17
144.14499999999998,2.32,0.17
141.76,2.32,0.17
139.38,2.32,0.17
137.0,2.32,0.17
134.61499999999998,2.32,0.17
132.23000000000002,2.32,0.17
129.85,2.32,0.17
127.47,2.32,0.17
125.08500000000001,2.32,0.17
122.7,2.32,0.17
120.32000000000001,2.3212,0.17
117.935,2.325,0.17
115.55,2.3289,0.17
113.16999999999999,2.3327,0.17
110.79,2.3364,0.17
108.405,2.3403,0.17
106.02000000000001,2.3441,0.17
103.64000000000001,2.3479,0.17
101.26,2.3517,0.17
98.875,2.3554,0.17
96.49,2.3593,0.17
94.11,2.363,0.17
91.73,2.3668,0.17
89.34500000000001,2.3707,0.17
86.96000000000001,2.3745,0.17
84.58,2.3783,0.17
82.19999999999999,2.3825,0.1695
79.815,2.3872,0.16857
77.42999999999999,2.3918,0.16764
75.05000000000001,2.3964,0.16672
72.67,2.4011,0.16579
70.285,2.4057,0.16486
67.9,2.4103,0.16393
65.52,2.415,0.16301
63.14,2.4196,0.16208
60.755,2.4242,0.16115
58.370000000000005,2.4289,0.16023
55.989999999999995,2.4335,0.1593
53.61000000000001,2.4381,0.15837
51.225,2.4428,0.15745
48.839999999999996,2.4474,0.15652
46.46,2.452,0.15559
44.07999999999999,2.4567,0.15467
41.69499999999999,2.4613,0.15374
39.309999999999995,2.4659,0.15281
36.93000000000001,2.4706,0.15188
34.55,2.4752,0.15096
32.165,2.4798,0.15003
29.78,2.4845,0.1491
27.400000000000002,2.4891,0.14818
25.02,2.4937,0.14725
22.635,2.4984,0.14632
20.25,2.503,0.14539
17.87,2.5077,0.14447
15.49,2.5123,0.14354
13.105,2.5169,0.14261
10.72,2.5216,0.14169
8.34,2.5262,0.14076
498.215,10.49,1.9072
491.525,10.323,1.8435
484.84,10.156,1.7799
478.155,9.9889,1.7163
471.46500000000003,9.8218,1.6526
464.775,9.6547,1.5889
458.09,9.4877,1.5253
451.405,9.3207,1.4617
444.715,9.1535,1.398
438.03000000000003,8.9865,1.3344
431.34499999999997,8.8195,1.2708
424.65500000000003,8.6509,1.2071
417.96500000000003,8.4514,1.1434
411.28,8.2521,1.0797
404.595,8.0527,1.0161
397.90500000000003,7.8532,0.95237
391.215,7.6537,0.88867
384.53,7.4745,0.83156
377.84499999999997,7.5325,0.85147
371.15500000000003,7.5904,0.8714
364.46500000000003,7.6484,0.89132
357.78,7.7063,0.91123
351.09499999999997,7.7642,0.93114
344.405,7.8648,0.9537
337.715,7.9996,0.97839
331.03,8.1343,1.003
324.34499999999997,8.2691,1.0277
317.65500000000003,8.4039,1.0524
310.965,8.4251,1.0534
304.28,8.164,0.99561
297.59499999999997,7.9028,0.93781
290.905,7.6415,0.87996
284.215,7.3802,0.82211
277.53,7.2007,0.78237
270.845,7.2401,0.79112
264.15500000000003,7.2794,0.79988
257.465,7.3188,0.80863
250.78,7.3582,0.81738
244.095,7.4135,0.83003
237.40499999999997,7.4755,0.84435
230.715,7.5376,0.85868
224.03,7.5997,0.873
217.345,7.6086,0.86928
210.65499999999997,7.5665,0.84827
203.965,7.5245,0.82726
197.28,7.4825,0.80626
190.59500000000003,7.5504,0.8221
183.90499999999997,7.665,0.85362
177.215,7.7796,0.88514
170.53,7.8258,0.89957
163.84500000000003,7.6159,0.84999
157.155,7.4057,0.80038
150.465,7.1956,0.75077
143.78000000000003,7.2367,0.76967
137.09500000000003,7.3475,0.80758
130.405,7.4584,0.84551
123.715,7.6018,0.88098
117.03,7.8043,0.91191
110.345,8.0068,0.94284
103.655,8.2094,0.97379
96.96499999999999,8.032,0.92001
90.28,7.7596,0.84503
83.595,7.4872,0.77004
76.905,7.2145,0.695
70.215,7.1457,0.67762
63.53,7.1279,0.67465
56.845,7.1101,0.67168
50.155,7.0922,0.66871
43.465,7.0744,0.66573
36.78,7.0566,0.66276
30.094999999999995,7.04,0.66
23.405,7.04,0.66
16.715,7.04,0.66
10.030000000000001,7.04,0.66
3.3449999999999998,7.04,0.66
115.445,6.5781,0.07
113.655,6.5212,0.07
111.865,6.4642,0.07
110.075,6.4073,0.07
108.285,6.3504,0.07
106.495,6.2934,0.07
104.705,6.2365,0.07
102.915,6.1796,0.07
101.12499999999999,6.1227,0.07
99.33500000000001,6.0658,0.07
97.54499999999999,6.0025,0.068174
95.75500000000001,5.9369,0.065649
93.96499999999999,5.8713,0.063125
92.17500000000001,5.8056,0.060601
90.38499999999999,5.75,0.06
88.59500000000001,5.6975,0.06
86.80499999999999,5.645,0.06
85.015,5.5986,0.06
83.225,5.5545,0.06
81.435,5.5114,0.06
79.645,5.4712,0.06
77.855,5.4311,0.06
76.065,5.3665,0.06
74.275,5.2744,0.06
72.49,5.1826,0.06
70.70499999999998,5.1284,0.055704
68.915,5.0752,0.05127
67.12499999999999,4.9904,0.046836
65.33500000000001,4.8928,0.042401
63.54499999999999,4.8158,0.042687
61.754999999999995,4.7631,0.048547
59.964999999999996,4.6777,0.045745
58.175,4.5815,0.040087
56.385,4.4741,0.045571
54.595,4.3662,0.048515
52.805,4.2569,0.041679
51.015,4.1458,0.035048
49.225,4.0509,0.03
47.434999999999995,4.0115,0.03
45.644999999999996,3.9594,0.035801
43.855,3.902,0.035995
42.065,3.8618,0.03
40.275,3.8683,0.03
38.485,3.8467,0.03
36.695,3.8147,0.03
34.905,3.7778,0.032024
33.115,3.7294,0.039783
31.325,3.7059,0.031969
29.535,3.6509,0.03
27.744999999999997,3.5798,0.03
25.955,3.4897,0.029958
24.165,3.4429,0.022145
22.375,3.4157,0.02
20.585,3.4017,0.021655
18.794999999999998,3.4099,0.029859
17.005,3.3536,0.021937
15.215,3.2899,0.02
13.424999999999999,3.2353,0.021577
11.635,3.2156,0.02814
9.844999999999999,3.2038,0.06094
8.055,3.1952,0.10412
6.265,3.1865,0.1473
4.475,3.18,0.18
2.685,3.18,0.18
0.895,3.18,0.18
659.9150000000001,6.202,0.66205
655.03,6.1966,0.65665
646.895,6.1877,0.64766
638.76,6.1787,0.63866
630.62,6.1697,0.62967
622.4849999999999,6.1607,0.62067
614.3499999999999,6.1517,0.61168
606.21,6.1427,0.60268
598.075,6.1337,0.59369
589.94,6.1247,0.58469
581.8,6.1157,0.57569
573.6600000000001,6.1067,0.56669
565.5250000000001,6.0977,0.5577
557.3900000000001,6.0887,0.54871
549.25,6.0797,0.53971
541.115,6.0707,0.53071
532.98,6.0617,0.52172
524.8399999999999,6.0527,0.51272
516.6999999999999,6.0437,0.50372
508.56499999999994,6.0347,0.49473
500.42999999999995,6.0257,0.48573
492.29,6.0167,0.47673
484.15500000000003,6.0077,0.46774
476.02,5.9988,0.45875
467.87999999999994,5.9897,0.44975
459.74499999999995,5.9808,0.44075
451.60999999999996,5.9718,0.43176
443.47,5.9628,0.42276
435.33,5.9538,0.41376
427.195,5.9448,0.40477
419.06,5.9619,0.40425
410.92,6.0087,0.4133
402.785,6.0554,0.42234
394.65,6.1021,0.43138
386.51000000000005,6.1489,0.44043
378.37,6.1956,0.44948
370.23499999999996,6.2424,0.45852
362.09999999999997,6.3437,0.47458
353.96,6.4558,0.49202
345.825,6.5678,0.50944
337.69000000000005,6.6798,0.52686
329.55,6.7608,0.53793
321.415,6.8349,0.54759
313.28000000000003,6.909,0.55726
305.14,6.7965,0.55477
297.00000000000006,6.6102,0.54746
288.86500000000007,6.424,0.54016
280.73,6.5928,0.54402
272.59,6.7695,0.54813
264.455,7.0235,0.59207
256.32,7.3424,0.66938
248.17999999999998,7.307,0.66576
240.04,6.8796,0.57261
231.905,6.8331,0.56208
223.77,6.9917,0.59607
215.63,6.7919,0.56085
207.49499999999998,6.633,0.53864
199.35999999999999,6.6758,0.56721
191.22,6.6395,0.54977
183.085,7.0276,0.60485
174.95,7.2217,0.6294
166.81,6.5833,0.52459
158.67,6.5598,0.55058
150.53499999999997,7.0627,0.606
142.4,6.8773,0.59599
134.26,7.2841,0.64305
126.12499999999999,6.8488,0.60756
117.99,6.906,0.55701
109.85000000000001,6.6884,0.52893
101.71,6.8793,0.58655
93.575,6.3795,0.52977
85.44,6.1751,0.4648
77.30000000000001,6.3,0.50195
69.165,6.1609,0.44197
61.03,5.91,0.44417
52.89,5.7008,0.4019
44.755,5.4954,0.34371
36.62,5.9583,0.44698
28.48,5.054,0.31781
20.34,4.6779,0.26564
12.205,3.6527,0.15747
4.069999999999999,3.14,0.13
78.795,5.9637,0.74027
75.705,5.5652,0.64652
72.615,5.1668,0.55277
69.525,4.9102,0.50675
66.43499999999999,4.699,0.47604
63.345,4.5323,0.45129
60.255,4.6131,0.4598
57.165,4.6939,0.4683
54.074999999999996,4.5516,0.4376
50.985,4.3537,0.39713
47.895,4.1846,0.36932
44.805,4.0365,0.35081
41.715,3.925,0.3323
38.625,3.8648,0.31378
35.535,3.7823,0.29874
32.445,3.6347,0.29383
29.355,3.485,0.28417
26.265,3.3277,0.25794
23.175,3.167,0.23337
20.084999999999997,2.9991,0.21239
16.995,2.8556,0.2
13.905000000000001,2.747,0.2
10.815,2.549,0.1817
7.7250000000000005,2.2827,0.14942
4.635,2.04,0.12
1.545,2.04,0.12
762.58,5.657,0.69923
747.79,5.7698,0.72823
731.355,5.8951,0.76046
714.92,6.0205,0.7927
698.485,6.1458,0.82493
682.0500000000001,6.2712,0.85716
665.6150000000001,6.3965,0.88939
649.18,6.5219,0.92163
632.745,6.6472,0.95386
616.3100000000001,6.7726,0.98609
599.8749999999999,6.8979,1.0183
583.4399999999999,7.0233,1.0506
567.005,7.1486,1.0828
550.57,7.274,1.115
534.135,7.3993,1.1473
517.7,7.3514,1.1416
501.2650000000001,7.2873,1.1325
484.83,7.2233,1.1233
468.395,7.1592,1.1142
451.96000000000004,7.2446,1.1382
435.52500000000003,7.455,1.1901
419.09000000000003,7.6655,1.242
402.655,7.7609,1.2523
386.22,7.539,1.148
369.785,7.3171,1.0438
353.35,7.207,0.99186
336.91499999999996,7.368,1.0667
320.47999999999996,7.529,1.1416
304.045,7.409,1.1097
287.61,7.1175,1.0125
271.17500000000007,6.969,0.95149
254.74,7.2408,0.9968
238.30499999999998,7.5126,1.0421
221.87,7.1843,0.95932
205.435,6.7293,0.84949
189.0,6.452,0.78393
172.565,6.6403,0.83436
156.13,6.8285,0.88479
139.69500000000002,6.9669,0.92289
123.26,6.9899,0.93247
106.825,7.0129,0.94205
90.39,7.0359,0.95163
73.95500000000001,7.0589,0.9612
57.52,7.0819,0.97078
41.084999999999994,7.1049,0.98036
24.650000000000002,7.1278,0.98994
8.215,7.1508,0.99952
791.09,8.768,2.1183
771.555,8.6135,2.0371
752.025,8.4591,1.956
732.4900000000001,8.3046,1.8748
712.955,8.1502,1.7936
693.425,7.9957,1.7125
673.895,7.8413,1.6314
654.36,7.6868,1.5502
634.8249999999999,7.5324,1.469
615.295,7.3992,1.4032
595.7600000000001,7.3226,1.3781
576.225,7.2461,1.353
556.6949999999999,7.1696,1.328
537.1600000000001,7.0931,1.3029
517.625,7.0165,1.2778
498.09499999999997,6.94,1.2528
478.56,6.8635,1.2277
459.02500000000003,6.9562,1.2423
439.49499999999995,7.1238,1.2745
419.96500000000003,7.2913,1.3067
400.43,7.459,1.3388
380.895,7.6266,1.371
361.36500000000007,7.7942,1.4032
341.83000000000004,7.9618,1.4354
322.295,8.0663,1.45
302.76499999999993,7.9654,1.4073
283.22999999999996,7.8645,1.3646
263.695,7.7636,1.3219
244.165,7.6627,1.2792
224.63,7.5618,1.2365
205.095,7.4609,1.1938
185.565,7.36,1.1512
166.03,7.2591,1.1085
146.49499999999998,7.1582,1.0658
126.96499999999999,7.0573,1.0231
107.435,7.05,1.02
87.9,7.05,1.02
68.36500000000001,7.05,1.02
48.835,7.05,1.02
29.3,7.05,1.02
9.764999999999999,7.05,1.02
313.28999999999996,1.9406,0.20946
311.3,1.967,0.21371
308.45500000000004,2.0047,0.21979
305.61000000000007,2.0424,0.22588
302.77,2.0801,0.23195
299.925,2.1178,0.23803
297.08,2.1555,0.24411
294.24,2.1932,0.25018
291.4,2.2308,0.25626
288.555,2.2685,0.26234
285.71000000000004,2.3062,0.26842
282.86999999999995,2.3439,0.27449
280.025,2.3816,0.28058
277.18,2.4193,0.28666
274.34000000000003,2.4407,0.28793
271.49999999999994,2.4422,0.28334
268.655,2.4438,0.27873
265.81,2.4453,0.27413
262.97,2.4468,0.26953
260.125,2.4484,0.26493
257.28,2.4499,0.26032
254.44,2.4623,0.26
251.60000000000005,2.4756,0.26
248.755,2.4888,0.26
245.91000000000003,2.5021,0.26
243.07000000000002,2.5154,0.26
240.22500000000002,2.5286,0.26
237.38,2.539,0.26
234.54,2.5491,0.26
231.695,2.5591,0.26
228.85,2.5692,0.26
226.01,2.5792,0.26
223.17000000000002,2.5892,0.26
220.325,2.5993,0.25845
217.48000000000002,2.6094,0.25678
214.64,2.6194,0.2551
211.79500000000002,2.6294,0.25343
208.95,2.6395,0.25175
206.11,2.6495,0.25008
203.27,2.6683,0.25166
200.425,2.6875,0.25341
197.58,2.7067,0.25516
194.74,2.7259,0.2569
191.89499999999998,2.7451,0.25865
189.04999999999998,2.7721,0.26216
186.20999999999998,2.8255,0.27169
183.37,2.8788,0.28122
180.52499999999998,2.9323,0.29077
177.68,2.9858,0.30031
174.84,3.0391,0.30985
171.995,2.9648,0.29309
169.15,2.8884,0.2759
166.31,2.8122,0.25875
163.47,2.7359,0.24159
160.62500000000003,2.6596,0.2244
157.78,2.6355,0.22447
154.94,2.6295,0.23047
152.09499999999997,2.6235,0.23648
149.25,2.6175,0.24248
146.41,2.6115,0.24848
143.57,2.7089,0.25471
140.725,2.8415,0.26103
137.88,2.9742,0.26734
135.04,3.1066,0.27365
132.195,3.2392,0.27996
129.35,3.2233,0.27791
126.51,3.2064,0.27581
123.66499999999999,3.1896,0.2737
120.82000000000001,3.1728,0.27159
117.98,3.1541,0.26786
115.13999999999999,3.1297,0.259
112.295,3.1053,0.25012
109.44999999999999,3.0809,0.24124
106.61000000000001,3.0566,0.23238
103.765,3.0484,0.23162
100.92000000000002,3.0462,0.23384
98.08,3.0439,0.23606
95.24,3.0417,0.23827
92.39500000000001,3.039,0.24
89.55,3.0346,0.24
86.71000000000001,3.0301,0.24
83.865,3.0257,0.24
81.02000000000001,3.0213,0.24
78.17999999999999,3.0358,0.24158
75.33999999999999,3.058,0.2438
72.495,3.0802,0.24602
69.64999999999999,3.1024,0.24824
66.81,3.1264,0.25
63.964999999999996,3.158,0.25
61.12,3.1896,0.25
58.28,3.2211,0.25
55.440000000000005,3.2526,0.25
52.595000000000006,3.27,0.25
49.75,3.27,0.25
46.910000000000004,3.27,0.25
44.065,3.27,0.25
41.22,3.27,0.25
38.379999999999995,3.27,0.25
35.535,3.2359,0.24295
32.69,3.2006,0.23565
29.85,3.1654,0.22836
27.009999999999998,3.1302,0.22107
24.165,3.0949,0.21377
21.32,3.0596,0.20648
18.48,3.0244,0.19919
15.635,2.9891,0.19189
12.79,2.98,0.19
9.950000000000001,2.98,0.19
7.11,2.98,0.19
4.265,2.98,0.19
1.42,2.98,0.19
329.9,2.8813,1.1527
321.49499999999995,2.9521,1.1425
311.605,3.0355,1.1306
301.71000000000004,3.1189,1.1187
291.81500000000005,3.2024,1.1068
281.92499999999995,3.2857,1.0949
272.035,3.3691,1.083
262.14,3.3223,1.0123
252.245,3.232,0.92196
242.355,3.1417,0.83167
232.465,3.0514,0.74138
222.575,2.974,0.67027
212.67999999999998,2.9136,0.62448
202.785,2.8533,0.57868
192.89499999999998,2.7929,0.53291
183.005,2.7326,0.48713
173.11499999999998,2.7516,0.47
163.21999999999997,2.8181,0.47
153.325,2.8846,0.47
143.435,2.9511,0.47
133.545,3.0176,0.47
123.65499999999999,3.0833,0.46864
113.76,3.1463,0.46221
103.865,3.2093,0.45579
93.97500000000001,3.2722,0.44937
84.085,3.3351,0.44295
74.19000000000001,3.3981,0.43653
64.29499999999999,3.461,0.4301
54.404999999999994,3.5239,0.42368
44.515,3.5869,0.41726
34.625,3.6498,0.41084
24.73,3.7127,0.40442
14.834999999999999,3.7757,0.39799
4.944999999999999,3.8386,0.39157
177.915,3.9802,0.077856
174.72,3.9883,0.085367
170.96,3.9979,0.094206
167.20000000000002,4.0075,0.10305
163.445,4.017,0.11187
159.69,4.0266,0.1207
155.93,4.0362,0.12954
152.17,4.0457,0.13838
148.41500000000002,4.0553,0.14721
144.66000000000003,4.0649,0.15603
140.9,4.0744,0.16487
137.14,4.084,0.17371
133.38499999999996,4.0936,0.18254
129.63,4.1031,0.19137
125.87,4.1127,0.2002
122.115,4.1223,0.20903
118.36,4.1319,0.21786
114.60000000000001,4.1414,0.2267
110.83999999999999,4.151,0.23554
107.085,4.1606,0.24436
103.33,4.1701,0.25319
99.57,4.1797,0.26203
95.81,4.1893,0.27087
92.05499999999999,4.1988,0.2797
88.29999999999998,4.2084,0.28852
84.54,4.2376,0.29126
80.77999999999999,4.2708,0.29276
77.02499999999999,4.3039,0.29427
73.27,4.337,0.29577
69.50999999999999,4.3701,0.29728
65.75,4.4033,0.29879
61.995,4.43,0.29867
58.24,4.43,0.29176
54.480000000000004,4.43,0.28484
50.725,4.43,0.27794
46.97,4.43,0.27103
43.21,4.43,0.26411
39.449999999999996,4.4015,0.25941
35.69500000000001,4.3312,0.25794
31.940000000000005,4.2608,0.25648
28.18,4.1905,0.25501
24.42,4.1201,0.25354
20.665000000000003,4.0498,0.25208
16.91,3.9794,0.25061
13.15,3.95,0.25
9.39,3.95,0.25
5.635000000000001,3.95,0.25
1.88,3.95,0.25
323.58,6.3154,0.92805
309.20000000000005,6.3626,0.90256
294.82,6.4098,0.87707
280.44,6.4571,0.85159
266.05999999999995,6.5023,0.84799
251.68,6.5474,0.84584
237.29500000000002,6.5925,0.84369
222.91,6.6376,0.84154
208.53,6.6827,0.8394
194.14999999999998,6.7278,0.83725
179.76999999999998,6.7728,0.8351
165.39000000000001,6.8179,0.83296
151.01000000000002,6.863,0.83081
136.625,6.9081,0.82866
122.23999999999998,6.9532,0.82651
107.86,6.9983,0.82437
93.48,7.0434,0.82222
79.10000000000001,7.0885,0.82007
64.72,7.1336,0.81792
50.335,7.1787,0.81578
35.949999999999996,7.2238,0.81363
21.57,7.2689,0.81148
7.19,7.314,0.80933
675.2249999999999,10.559,2.7151
653.7900000000001,10.394,2.6361
632.355,10.229,2.5571
610.92,10.064,2.4781
589.48,9.8987,2.3991
568.0450000000001,9.7337,2.3201
546.61,9.5686,2.2411
525.175,9.4036,2.1622
503.74000000000007,9.2386,2.0831
482.305,9.0735,2.0042
460.87,8.9085,1.9252
439.43,8.7434,1.8462
417.995,8.5784,1.7672
396.56,8.4133,1.6882
375.12500000000006,8.2483,1.6092
353.69,8.0832,1.5302
332.255,7.9182,1.4512
310.82,7.7532,1.3722
289.38,7.5881,1.2932
267.945,7.423,1.2142
246.51000000000002,7.258,1.1352
225.075,7.093,1.0562
